54.4,6.71,1.9891e+07
60.5,5.91,1.9891e+07
64.3,5.07,1.9891e+07
70.8,3.02,1.9891e+07
79.3,2.55,1.9891e+07
82,2.43,1.9891e+07
97.2,2.02,1.9891e+07
117.9,0.15,1.9891e+07
134.2,-1.25,1.9891e+07
154.4,-2.16,1.9891e+07
168.9,-1.26,1.9891e+07
198.3,-1.78,1.9891e+07
244.8,-3.21,1.9891e+07
300.4,-4.08,1.9891e+07
353.5,-4.02,1.9891e+07
434.4,-4.37,1.9891e+07
499.6,-5.03,1.9891e+07
598.5,-6.01,1.9891e+07
679.9,-6.74,1.9891e+07
745.8,-7.23,1.9891e+07
816.7,-7.69,1.9891e+07
878.3,-8.08,1.9891e+07
937.9,-8.46,1.9891e+07
963.6,-8.64,1.9891e+07
