55.443,7.047,2.0011e+07
61.673,5.857,2.0011e+07
66.823,4.917,2.0011e+07
68.363,4.277,2.0011e+07
72.214,3.597,2.0011e+07
76.114,3.027,2.0011e+07
78.874,2.657,2.0011e+07
80.724,2.587,2.0011e+07
82.034,2.537,2.0011e+07
83.345,2.457,2.0011e+07
84.805,2.387,2.0011e+07
86.055,2.307,2.0011e+07
87.315,2.237,2.0011e+07
88.625,2.157,2.0011e+07
89.885,2.047,2.0011e+07
91.195,1.887,2.0011e+07
92.305,1.737,2.0011e+07
93.615,1.617,2.0011e+07
94.935,1.517,2.0011e+07
96.245,1.417,2.0011e+07
97.556,1.337,2.0011e+07
98.816,1.227,2.0011e+07
100.13,1.127,2.0011e+07
101.38,0.987,2.0011e+07
102.7,0.857,2.0011e+07
104.01,0.657,2.0011e+07
105.41,0.457,2.0011e+07
106.6,0.287,2.0011e+07
107.92,0.137,2.0011e+07
109.23,0.017,2.0011e+07
110.62,-0.193,2.0011e+07
112.96,-0.593,2.0011e+07
117.1,-1.243,2.0011e+07
123.49,-1.503,2.0011e+07
126.54,-1.673,2.0011e+07
129.6,-1.743,2.0011e+07
137.76,-1.793,2.0011e+07
140.86,-1.753,2.0011e+07
145.63,-1.853,2.0011e+07
153.27,-1.873,2.0011e+07
160.09,-1.943,2.0011e+07
164.11,-1.913,2.0011e+07
169.07,-1.663,2.0011e+07
174.35,-1.483,2.0011e+07
180.85,-1.533,2.0011e+07
187.21,-1.653,2.0011e+07
193,-1.833,2.0011e+07
199.21,-2.073,2.0011e+07
206.54,-2.353,2.0011e+07
214.56,-2.673,2.0011e+07
222,-2.923,2.0011e+07
229.4,-3.173,2.0011e+07
236.9,-3.433,2.0011e+07
244.43,-3.903,2.0011e+07
252.36,-4.273,2.0011e+07
260.14,-4.593,2.0011e+07
267.67,-4.663,2.0011e+07
275.69,-4.553,2.0011e+07
283.56,-4.503,2.0011e+07
291.6,-4.363,2.0011e+07
299.5,-4.423,2.0011e+07
306.49,-4.493,2.0011e+07
313.07,-4.553,2.0011e+07
321.37,-4.593,2.0011e+07
327.33,-4.573,2.0011e+07
337.86,-4.553,2.0011e+07
342.71,-4.533,2.0011e+07
352.01,-4.483,2.0011e+07
362.33,-4.453,2.0011e+07
367.99,-4.403,2.0011e+07
373.4,-4.353,2.0011e+07
386.84,-4.333,2.0011e+07
391.92,-4.323,2.0011e+07
401.79,-4.303,2.0011e+07
404.35,-4.313,2.0011e+07
414.97,-4.333,2.0011e+07
423.29,-4.353,2.0011e+07
430.8,-4.403,2.0011e+07
438.21,-4.443,2.0011e+07
445.97,-4.473,2.0011e+07
454.21,-4.543,2.0011e+07
462.08,-4.643,2.0011e+07
472.01,-4.713,2.0011e+07
477.14,-4.783,2.0011e+07
484.76,-4.853,2.0011e+07
495.05,-4.943,2.0011e+07
500.56,-5.013,2.0011e+07
508.69,-5.113,2.0011e+07
516.04,-5.193,2.0011e+07
523.55,-5.263,2.0011e+07
531.48,-5.363,2.0011e+07
539.06,-5.443,2.0011e+07
546.82,-5.503,2.0011e+07
554.5,-5.613,2.0011e+07
