48.001,5.48,1.992e+07
48.443,5.599,1.992e+07
49.8,5.791,1.992e+07
52.062,6.376,1.992e+07
53.65,6.797,1.992e+07
55.607,6.833,1.992e+07
60.5,5.98,1.992e+07
63.694,5.352,1.992e+07
65.685,4.556,1.992e+07
67.94,4.181,1.992e+07
70.622,3.816,1.992e+07
70.755,3.819,1.992e+07
74.87,3.373,1.992e+07
75.523,3.325,1.992e+07
76.522,3.231,1.992e+07
77.772,3.139,1.992e+07
80.214,2.896,1.992e+07
81.951,2.746,1.992e+07
83.804,2.524,1.992e+07
85.451,2.384,1.992e+07
86.965,2.312,1.992e+07
88.416,2.233,1.992e+07
89.749,2.176,1.992e+07
91.112,2.097,1.992e+07
92.485,2.057,1.992e+07
94.19,2.002,1.992e+07
95.668,1.953,1.992e+07
97.321,1.861,1.992e+07
99.205,1.711,1.992e+07
101.02,1.57,1.992e+07
102.72,1.451,1.992e+07
104.38,1.336,1.992e+07
105.87,1.257,1.992e+07
107.35,1.198,1.992e+07
110.26,1.082,1.992e+07
113.52,0.89,1.992e+07
115.31,0.749,1.992e+07
117.08,0.612,1.992e+07
118.92,0.438,1.992e+07
120.66,0.262,1.992e+07
122.28,0.112,1.992e+07
123.87,-0.026,1.992e+07
125.22,-0.146,1.992e+07
127.08,-0.326,1.992e+07
129.18,-0.593,1.992e+07
131.07,-0.832,1.992e+07
133.84,-1.212,1.992e+07
138.36,-1.89,1.992e+07
143.45,-2.024,1.992e+07
148.63,-2.114,1.992e+07
150.42,-2.025,1.992e+07
150.9,-2.006,1.992e+07
152.12,-1.863,1.992e+07
154.89,-1.707,1.992e+07
157.79,-1.656,1.992e+07
158.78,-1.659,1.992e+07
170.81,-1.677,1.992e+07
174.36,-1.796,1.992e+07
179,-1.963,1.992e+07
183.54,-2.092,1.992e+07
186.87,-2.25,1.992e+07
188.73,-2.36,1.992e+07
190.53,-2.499,1.992e+07
192.17,-2.611,1.992e+07
194.15,-2.738,1.992e+07
196.23,-2.856,1.992e+07
199.07,-3,1.992e+07
203.47,-3.061,1.992e+07
206.6,-3.112,1.992e+07
207.91,-3.204,1.992e+07
209.38,-3.128,1.992e+07
212.35,-3.073,1.992e+07
217.16,-3.125,1.992e+07
218.83,-3.396,1.992e+07
220.35,-3.381,1.992e+07
221.83,-3.277,1.992e+07
223.62,-3.274,1.992e+07
224.98,-3.457,1.992e+07
229.79,-3.347,1.992e+07
234.24,-3.308,1.992e+07
235.85,-3.295,1.992e+07
242.59,-3.286,1.992e+07
248.25,-3.356,1.992e+07
254.9,-3.423,1.992e+07
260.38,-3.481,1.992e+07
265.99,-3.554,1.992e+07
271.29,-3.631,1.992e+07
277.14,-3.719,1.992e+07
282.81,-3.792,1.992e+07
288.17,-3.829,1.992e+07
295.25,-3.887,1.992e+07
303.25,-3.908,1.992e+07
308.78,-3.948,1.992e+07
310.62,-3.945,1.992e+07
312.62,-3.948,1.992e+07
315.2,-3.935,1.992e+07
320.76,-3.948,1.992e+07
322.7,-3.938,1.992e+07
332,-3.911,1.992e+07
335.86,-3.896,1.992e+07
342.24,-3.865,1.992e+07
348.06,-3.844,1.992e+07
355.93,-3.807,1.992e+07
360.04,-3.795,1.992e+07
367.77,-3.795,1.992e+07
371.56,-3.786,1.992e+07
377.3,-3.795,1.992e+07
380.9,-3.798,1.992e+07
382.94,-3.807,1.992e+07
385.54,-3.82,1.992e+07
389.38,-3.838,1.992e+07
395.22,-3.868,1.992e+07
401.05,-3.908,1.992e+07
406.82,-3.957,1.992e+07
412.92,-4.018,1.992e+07
419.65,-4.106,1.992e+07
425.51,-4.158,1.992e+07
431.91,-4.24,1.992e+07
437.85,-4.313,1.992e+07
443.71,-4.374,1.992e+07
449.56,-4.438,1.992e+07
455.69,-4.508,1.992e+07
462.48,-4.591,1.992e+07
468.32,-4.67,1.992e+07
474.4,-4.734,1.992e+07
480.58,-4.825,1.992e+07
486.58,-4.874,1.992e+07
492.46,-4.944,1.992e+07
498.12,-5.005,1.992e+07
504.2,-5.072,1.992e+07
509.85,-5.133,1.992e+07
515.88,-5.213,1.992e+07
521.9,-5.27,1.992e+07
528.02,-5.337,1.992e+07
533.76,-5.401,1.992e+07
539.63,-5.475,1.992e+07
544.49,-5.548,1.992e+07
551.97,-5.584,1.992e+07
559.63,-5.679,1.992e+07
563.24,-5.722,1.992e+07
569.32,-5.782,1.992e+07
575.12,-5.853,1.992e+07
580.11,-5.892,1.992e+07
585.89,-5.953,1.992e+07
591.38,-5.999,1.992e+07
596.9,-6.069,1.992e+07
602.85,-6.133,1.992e+07
