46.84,5.233,1.993e+07
48.324,5.486,1.993e+07
49.855,5.745,1.993e+07
51.072,6.196,1.993e+07
52.443,6.522,1.993e+07
54.293,6.787,1.993e+07
56.006,6.623,1.993e+07
57.859,6.403,1.993e+07
59.789,6.077,1.993e+07
61.149,5.806,1.993e+07
62.676,5.504,1.993e+07
64.526,5.114,1.993e+07
65.889,4.66,1.993e+07
67.492,4.312,1.993e+07
69.135,4.078,1.993e+07
71.075,3.779,1.993e+07
72.605,3.563,1.993e+07
72.93,3.397,1.993e+07
73.824,3.247,1.993e+07
74.578,3.141,1.993e+07
75.408,3.007,1.993e+07
76.075,2.92,1.993e+07
76.662,2.853,1.993e+07
77.915,2.748,1.993e+07
79.913,2.59,1.993e+07
81.745,2.482,1.993e+07
83.316,2.388,1.993e+07
85.315,2.225,1.993e+07
87.544,2.046,1.993e+07
89.756,1.881,1.993e+07
92.564,1.728,1.993e+07
94.363,1.644,1.993e+07
96.4,1.51,1.993e+07
98.578,1.344,1.993e+07
100.54,1.226,1.993e+07
102.45,1.086,1.993e+07
104.44,0.898,1.993e+07
105.98,0.74,1.993e+07
106.73,0.665,1.993e+07
107.69,0.52,1.993e+07
108.52,0.437,1.993e+07
109.33,0.342,1.993e+07
110.01,0.266,1.993e+07
110.82,0.174,1.993e+07
112.57,0.008,1.993e+07
113.4,-0.104,1.993e+07
114.08,-0.167,1.993e+07
114.84,-0.248,1.993e+07
115.33,-0.276,1.993e+07
116.56,-0.385,1.993e+07
117.87,-0.495,1.993e+07
118.69,-0.599,1.993e+07
119.53,-0.697,1.993e+07
120.3,-0.797,1.993e+07
121.05,-0.855,1.993e+07
121.92,-0.969,1.993e+07
123.24,-1.086,1.993e+07
123.93,-1.118,1.993e+07
124.96,-1.214,1.993e+07
126.14,-1.352,1.993e+07
127.56,-1.514,1.993e+07
129.65,-1.808,1.993e+07
129.95,-1.808,1.993e+07
131.79,-1.861,1.993e+07
134.3,-1.973,1.993e+07
136.43,-2.064,1.993e+07
137.56,-2.142,1.993e+07
138.64,-2.199,1.993e+07
140.59,-2.319,1.993e+07
142.85,-2.433,1.993e+07
144.68,-2.57,1.993e+07
147.07,-2.643,1.993e+07
150.45,-2.78,1.993e+07
154.33,-2.786,1.993e+07
155.25,-2.816,1.993e+07
158.3,-2.807,1.993e+07
162.01,-2.813,1.993e+07
166.69,-2.81,1.993e+07
168.52,-2.849,1.993e+07
171.43,-2.812,1.993e+07
173.28,-2.834,1.993e+07
174.46,-2.849,1.993e+07
175.38,-2.934,1.993e+07
177.59,-2.931,1.993e+07
178.68,-2.928,1.993e+07
180.99,-3.047,1.993e+07
184.64,-3.223,1.993e+07
187.31,-3.319,1.993e+07
190.11,-3.458,1.993e+07
193.94,-3.397,1.993e+07
195.77,-3.327,1.993e+07
199.3,-3.238,1.993e+07
202.18,-3.174,1.993e+07
205.1,-3.125,1.993e+07
207.97,-3.067,1.993e+07
210.93,-3.006,1.993e+07
212.97,-2.969,1.993e+07
216.88,-2.92,1.993e+07
221.04,-2.871,1.993e+07
223.99,-2.825,1.993e+07
227.01,-2.786,1.993e+07
230.86,-2.746,1.993e+07
232.89,-2.734,1.993e+07
235.87,-2.663,1.993e+07
238.81,-2.633,1.993e+07
241.77,-2.602,1.993e+07
244.77,-2.578,1.993e+07
249.05,-2.556,1.993e+07
252.1,-2.556,1.993e+07
254.15,-2.556,1.993e+07
257.15,-2.577,1.993e+07
261.22,-2.604,1.993e+07
264.13,-2.653,1.993e+07
267.25,-2.705,1.993e+07
270.38,-2.775,1.993e+07
273.4,-2.872,1.993e+07
277.76,-2.969,1.993e+07
