53.4,6.4,1.9841e+07
55,6.56,1.9841e+07
57.2,6.32,1.9841e+07
59.2,5.73,1.9841e+07
64,4.09,1.9841e+07
68.7,3.52,1.9841e+07
73.4,3.03,1.9841e+07
77,2.78,1.9841e+07
79.4,2.81,1.9841e+07
85.4,2.47,1.9841e+07
87,2.25,1.9841e+07
94,1.51,1.9841e+07
107.8,0.43,1.9841e+07
110.9,0.16,1.9841e+07
122.4,-1.11,1.9841e+07
136.6,-1.69,1.9841e+07
144,-1.66,1.9841e+07
161.8,-1.83,1.9841e+07
175.5,-1.6,1.9841e+07
193.8,-1.84,1.9841e+07
213.7,-2.54,1.9841e+07
220.7,-2.74,1.9841e+07
243.1,-3.09,1.9841e+07
265.2,-3.39,1.9841e+07
292,-3.7,1.9841e+07
308.3,-3.88,1.9841e+07
336,-4.16,1.9841e+07
361,-4.4,1.9841e+07
378.6,-4.6,1.9841e+07
409.1,-4.89,1.9841e+07
450,-5.28,1.9841e+07
474.4,-5.53,1.9841e+07
510.9,-5.86,1.9841e+07
539.6,-6.05,1.9841e+07
566.2,-6.26,1.9841e+07
588.5,-6.47,1.9841e+07
596,-6.5,1.9841e+07
615.4,-6.69,1.9841e+07
639.5,-6.87,1.9841e+07
664.9,-7.03,1.9841e+07
692.9,-7.22,1.9841e+07
713,-7.35,1.9841e+07
729.2,-7.47,1.9841e+07
754.9,-7.6,1.9841e+07
