51.188,6.16,1.9891e+07
55.202,6.702,1.9891e+07
63.057,5.178,1.9891e+07
68.781,3.276,1.9891e+07
79.488,2.459,1.9891e+07
92.717,2.219,1.9891e+07
114.18,0.198,1.9891e+07
136.83,-1.851,1.9891e+07
167.36,-2.024,1.9891e+07
192.76,-1.314,1.9891e+07
236.82,-2.477,1.9891e+07
308.04,-4.039,1.9891e+07
363.86,-3.938,1.9891e+07
479.15,-4.871,1.9891e+07
529.86,-5.398,1.9891e+07
605.48,-6.109,1.9891e+07
664.88,-6.621,1.9891e+07
725.43,-7.099,1.9891e+07
794.07,-7.556,1.9891e+07
859.13,-7.998,1.9891e+07
884.23,-8.157,1.9891e+07
