41.7,5.08,1.9871e+07
44.3,4.95,1.9871e+07
47,5.26,1.9871e+07
49.4,5.61,1.9871e+07
51.6,6.04,1.9871e+07
53.5,6.39,1.9871e+07
55.3,6.73,1.9871e+07
56.9,6.65,1.9871e+07
58.7,6.31,1.9871e+07
60.1,5.77,1.9871e+07
61.9,5.01,1.9871e+07
64.4,4.27,1.9871e+07
68.3,3.39,1.9871e+07
71.5,2.85,1.9871e+07
73.6,2.52,1.9871e+07
88.9,1.02,1.9871e+07
103,-0.11,1.9871e+07
117,-0.92,1.9871e+07
133.2,-1.82,1.9871e+07
152.7,-2.61,1.9871e+07
171.4,-2.98,1.9871e+07
190.2,-2.48,1.9871e+07
214.4,-2.13,1.9871e+07
228.8,-2.59,1.9871e+07
252.2,-3.61,1.9871e+07
280.6,-3.98,1.9871e+07
309.2,-3.99,1.9871e+07
338.8,-3.95,1.9871e+07
361.7,-3.99,1.9871e+07
389.4,-4.23,1.9871e+07
423.9,-4.59,1.9871e+07
455.8,-4.91,1.9871e+07
485.7,-5.27,1.9871e+07
512.5,-5.58,1.9871e+07
552.2,-5.98,1.9871e+07
590.1,-6.28,1.9871e+07
617.7,-6.53,1.9871e+07
649.9,-6.8,1.9871e+07
684.7,-7.06,1.9871e+07
728.2,-7.36,1.9871e+07
769.5,-7.67,1.9871e+07
806.8,-7.91,1.9871e+07
836.8,-8.06,1.9871e+07
862.8,-8.24,1.9871e+07
